payload,label
/search?id=book21,0
/login.html?id=shoes331,0
/api/v1/users?q=book168,0
/login.html?user=123903,0
/api/v1/users?category=profile86,0
/assets/style.css?token=hải549,0
/assets/style.css?category=apple572,0
/home?user=123100,0
/search?id=profile134,0
/home?id=hải699,0
/home?id=profile299,0
/login.html?page=shoes164,0
/login.html?q=2026822,0
/home?q=kma121,0
/product/detail?category=book967,0
/search?token=kma376,0
/home?token=shoes818,0
/assets/style.css?category=book127,0
/assets/style.css?user=book794,0
/api/v1/users?category=hải378,0
/index.php?q=shoes631,0
/index.php?category=admin890,0
/search?page=profile276,0
/index.php?category=apple84,0
/assets/style.css?token=2026224,0
/home?token=book320,0
/search?id=hải291,0
' OR 8=8# /*,1
/api/v1/users?page=hải147,0
/search?category=profile834,0
/search?user=admin196,0
/product/detail?id=hải140,0
/login.html?q=admin923,0
"' UNION SELECT 7,2,3 --",1
5' AND SLEEP(5) --,1
/login.html?id=123485,0
/api/v1/users?user=2026401,0
/home?q=shoes279,0
/assets/style.css?user=kma491,0
/index.php?q=hải520,0
/search?q=hải499,0
/assets/style.css?page=hải406,0
<svg onload=alert(4)>,1
/login.html?page=admin827,0
/home?page=book508,0
/product/detail?q=hải755,0
/home?user=kma714,0
/product/detail?user=contact864,0
/product/detail?id=apple587,0
/home?user=contact406,0
/home?user=profile479,0
/login.html?page=apple455,0
/product/detail?category=shoes487,0
/product/detail?token=book441,0
/search?page=admin588,0
/product/detail?user=kma56,0
/assets/style.css?category=profile739,0
<svg onload=alert(96)>,1
/index.php?user=kma618,0
/login.html?page=contact186,0
/login.html?q=admin645,0
/product/detail?id=book877,0
/api/v1/users?q=hải392,0
/index.php?category=admin769,0
/product/detail?q=2026198,0
/index.php?user=contact871,0
/product/detail?token=profile823,0
/product/detail?category=2026941,0
/home?category=2026262,0
/login.html?token=apple267,0
/index.php?id=123481,0
/product/detail?category=contact347,0
/api/v1/users?q=profile76,0
/product/detail?user=admin137,0
/index.php?user=kma799,0
/product/detail?token=admin168,0
/index.php?category=hải627,0
/product/detail?id=hải706,0
/index.php?id=kma579,0
/search?q=contact577,0
/login.html?q=profile450,0
/product/detail?page=contact823,0
/home?q=apple576,0
/home?token=kma517,0
7' OR '7'='7,1
/home?category=2026205,0
/index.php?id=shoes480,0
/login.html?id=hải409,0
/index.php?category=contact406,0
/api/v1/users?id=book608,0
/product/detail?category=shoes630,0
/home?user=apple677,0
/api/v1/users?category=kma242,0
/search?page=profile39,0
/search?id=admin183,0
' OR 5=5#,1
/index.php?page=book490,0
/product/detail?category=kma317,0
/product/detail?id=book19,0
/search?token=2026642,0
/api/v1/users?id=kma322,0
/search?id=shoes366,0
/index.php?page=book144,0
/home?q=profile136,0
/product/detail?category=hải888,0
/search?token=shoes825,0
/assets/style.css?category=contact220,0
/api/v1/users?user=kma791,0
/login.html?q=profile897,0
/assets/style.css?token=123402,0
/search?token=hải378,0
/home?q=apple906,0
/product/detail?token=123292,0
/product/detail?id=book251,0
/assets/style.css?user=apple117,0
/index.php?page=book627,0
/index.php?token=profile205,0
/product/detail?token=shoes85,0
/search?q=apple390,0
/login.html?id=123557,0
/assets/style.css?user=contact415,0
/index.php?id=2026710,0
/product/detail?id=kma212,0
/assets/style.css?q=profile681,0
/product/detail?user=admin450,0
/login.html?page=admin610,0
/api/v1/users?user=hải856,0
/login.html?q=shoes284,0
/home?user=book307,0
/assets/style.css?category=123762,0
/search?id=admin732,0
/search?category=contact879,0
/index.php?token=apple225,0
/assets/style.css?token=123921,0
/search?user=admin772,0
/product/detail?page=book208,0
/home?id=2026478,0
/product/detail?q=123824,0
/product/detail?user=apple678,0
/home?user=profile765,0
/assets/style.css?token=123156,0
/index.php?page=123588,0
6' OR '6'='6 --,1
/assets/style.css?page=123168,0
/assets/style.css?q=profile923,0
/api/v1/users?user=contact975,0
/login.html?category=admin647,0
/product/detail?id=hải809,0
/api/v1/users?token=contact103,0
/api/v1/users?q=profile280,0
/index.php?user=contact721,0
/product/detail?q=profile778,0
/login.html?id=2026278,0
/home?user=admin13,0
/api/v1/users?page=shoes151,0
/login.html?user=admin404,0
/login.html?user=hải707,0
/api/v1/users?id=kma346,0
/search?id=apple71,0
/login.html?token=apple71,0
/api/v1/users?page=shoes621,0
/api/v1/users?token=admin458,0
"' UNION SELECT 6,2,3 --",1
/login.html?token=contact425,0
/api/v1/users?token=shoes856,0
/index.php?id=hải200,0
/index.php?token=apple312,0
/search?token=hải790,0
' OR 4=4#,1
/login.html?q=kma743,0
/product/detail?q=book549,0
/search?q=2026333,0
/home?token=shoes97,0
/api/v1/users?category=hải652,0
/assets/style.css?token=123297,0
/api/v1/users?category=admin453,0
/search?token=shoes271,0
/search?id=shoes951,0
/search?category=123286,0
/api/v1/users?id=profile936,0
/index.php?category=202631,0
/assets/style.css?user=hải291,0
/product/detail?page=shoes396,0
/api/v1/users?q=contact209,0
/product/detail?id=admin136,0
/search?user=kma751,0
/product/detail?q=admin311,0
/product/detail?id=hải945,0
/search?id=2026949,0
"' UNION SELECT 4,2,3 /*",1
/home?user=2026323,0
/search?token=2026847,0
/home?id=apple282,0
/api/v1/users?page=123624,0
/api/v1/users?token=contact381,0
/search?q=contact115,0
/assets/style.css?id=apple827,0
/search?token=profile383,0
/login.html?token=admin227,0
/api/v1/users?q=123965,0
/login.html?id=contact555,0
/search?category=hải213,0
/assets/style.css?q=kma61,0
/login.html?q=profile11,0
/assets/style.css?id=contact123,0
/api/v1/users?user=kma719,0
/home?category=apple15,0
/assets/style.css?token=contact701,0
/api/v1/users?user=admin10,0
/home?category=book155,0
/api/v1/users?page=contact864,0
/search?id=profile931,0
/api/v1/users?q=contact288,0
/assets/style.css?category=hải530,0
/login.html?category=book807,0
/product/detail?category=hải996,0
/search?user=2026968,0
/login.html?q=kma369,0
/api/v1/users?user=profile352,0
/home?category=2026307,0
/index.php?page=kma532,0
/login.html?user=contact650,0
/product/detail?token=2026657,0
/product/detail?page=shoes545,0
/assets/style.css?q=apple935,0
/api/v1/users?id=shoes488,0
/index.php?user=admin957,0
/login.html?category=kma557,0
/home?q=kma271,0
/api/v1/users?page=book251,0
/index.php?q=profile615,0
/index.php?page=admin658,0
/login.html?id=contact911,0
/home?user=apple944,0
6' OR '6'='6 /*,1
/product/detail?id=contact889,0
/search?page=2026213,0
/product/detail?page=kma202,0
/search?token=2026985,0
/assets/style.css?token=profile124,0
<script>alert(18)</script>,1
/login.html?page=admin129,0
/home?page=profile208,0
/assets/style.css?user=123777,0
/assets/style.css?category=2026253,0
/search?category=apple345,0
/assets/style.css?id=profile889,0
/login.html?q=book593,0
/login.html?token=hải79,0
/search?user=contact294,0
/search?id=book470,0
/home?user=contact520,0
/assets/style.css?category=2026199,0
/home?category=kma640,0
/product/detail?user=contact262,0
6' AND SLEEP(5),1
/index.php?q=123361,0
<script>alert(87)</script>,1
/home?user=hải149,0
/home?token=hải579,0
/login.html?id=contact879,0
/product/detail?token=2026863,0
/search?user=shoes226,0
/login.html?page=2026688,0
/product/detail?token=kma718,0
' OR 3=3# --,1
/assets/style.css?token=hải629,0
/index.php?user=2026700,0
/home?category=book196,0
/api/v1/users?id=admin446,0
/product/detail?user=contact359,0
/search?user=shoes516,0
/search?category=admin208,0
/assets/style.css?id=contact812,0
8; DROP TABLE users --,1
/product/detail?q=hải284,0
/index.php?q=apple919,0
/assets/style.css?user=kma197,0
/search?page=profile481,0
/assets/style.css?q=shoes168,0
/product/detail?page=profile938,0
/api/v1/users?page=contact254,0
<script>alert(20)</script>,1
/home?token=admin802,0
/index.php?user=kma759,0
/assets/style.css?q=123525,0
/home?id=profile549,0
/assets/style.css?category=contact244,0
/api/v1/users?page=hải81,0
/product/detail?page=book126,0
/assets/style.css?user=apple491,0
/product/detail?id=admin553,0
<svg onload=alert(98)>,1
/product/detail?q=profile689,0
/api/v1/users?q=apple969,0
/login.html?user=contact418,0
/assets/style.css?page=contact777,0
3; DROP TABLE users,1
/product/detail?q=book688,0
/index.php?category=contact698,0
/product/detail?user=hải687,0
"' UNION SELECT 2,2,3 --",1
/product/detail?category=apple199,0
/api/v1/users?id=contact771,0
/search?id=book176,0
/home?q=profile637,0
/login.html?q=admin951,0
/assets/style.css?token=profile684,0
/login.html?q=apple811,0
/home?category=admin455,0
/assets/style.css?q=admin572,0
/index.php?id=hải7,0
/search?q=kma401,0
/product/detail?q=apple344,0
/search?category=book658,0
/product/detail?token=123192,0
/product/detail?category=kma623,0
/product/detail?user=hải340,0
/api/v1/users?q=123229,0
/login.html?page=contact393,0
/product/detail?category=kma363,0
/login.html?token=kma604,0
/product/detail?q=profile89,0
/index.php?page=contact101,0
<svg onload=alert(55)>,1
/search?page=2026595,0
/home?page=hải9,0
/index.php?token=kma88,0
<svg onload=alert(52)>,1
/assets/style.css?category=book982,0
/index.php?page=hải514,0
/home?q=admin576,0
/login.html?user=contact260,0
/home?user=123250,0
/product/detail?token=apple173,0
/assets/style.css?id=kma839,0
/product/detail?id=shoes557,0
<svg onload=alert(77)>,1
/product/detail?q=shoes224,0
/search?category=contact732,0
/search?id=admin885,0
/index.php?token=apple825,0
/login.html?user=shoes975,0
